17,1,0.9606311917304993,17
48,1,0.9556238651275635,48
80,1,0.9662495851516724,80
74,1,0.9656118750572205,74
21,1,0.9468856453895569,21
6,1,0.9502770304679871,6
68,1,0.9773366451263428,68
43,1,0.974124550819397,43
19,1,0.9598729610443115,19
38,1,0.9381784200668335,38
25,1,0.9934334754943848,25
8,1,0.9418532252311707,8
51,1,0.969470739364624,51
58,1,0.9337227940559387,58
52,1,0.9925429821014404,52
61,1,0.9496270418167114,61
46,3,0.9059652090072632,40
40,1,0.9501936435699463,40
67,1,0.960195779800415,67
