73,1,0.9485169649124146,73
57,1,0.9484074115753174,57
31,1,0.970107913017273,31
3,1,0.9346351623535156,3
66,1,0.9717144966125488,66
43,1,0.9753447771072388,43
21,1,0.9403394460678101,21
25,1,0.9938474893569946,25
47,10,0.7570315599441528,3
33,1,0.9741817116737366,33
52,1,0.9945430755615234,52
22,1,0.9472345113754272,22
29,1,0.9756630659103394,29
80,1,0.9740550518035889,80
27,1,0.9883815050125122,27
28,1,0.959253191947937,28
70,1,0.9537390470504761,70
40,1,0.9359949827194214,40
75,1,0.9781927466392517,75
