40,1,0.9452157616615295,40
32,1,0.9605662822723389,32
17,1,0.9544224143028259,17
19,1,0.9604114294052124,19
57,1,0.9433736801147461,57
41,1,0.9710636138916016,41
78,1,0.9731807708740234,78
67,1,0.9681223630905151,67
64,1,0.9875057935714722,64
59,1,0.9530596733093262,59
24,1,0.990951418876648,24
20,1,0.9765372276306152,20
7,1,0.932506799697876,7
30,1,0.9801697731018066,30
35,1,0.9304443597793579,35
42,1,0.9728636145591736,42
66,2,0.963051974773407,64
80,1,0.9728659391403198,80
51,1,0.978070855140686,51
