40,1,0.940863847732544,40
32,1,0.9579355716705322,32
17,1,0.9502114057540894,17
19,1,0.9598406553268433,19
57,1,0.9343937039375305,57
41,1,0.9684995412826538,41
78,1,0.9701218605041504,78
67,1,0.9617494344711304,67
64,1,0.9809899926185608,64
59,1,0.9385925531387329,59
24,1,0.9884250164031982,24
20,1,0.9688805937767029,20
7,1,0.9255014657974243,7
30,1,0.9790478944778442,30
35,1,0.9387462139129639,35
42,1,0.9726203680038452,42
66,2,0.9452477097511292,64
80,1,0.9668333530426025,80
51,1,0.9747515320777893,51

