17,1,0.9569844007492065,17
48,1,0.9464972019195557,48
80,1,0.9754941463470459,80
74,1,0.9752416610717773,74
21,1,0.953971266746521,21
6,1,0.9577045440673828,6
68,1,0.9754499197006226,68
43,1,0.9660909175872803,43
19,1,0.9522947072982788,19
38,1,0.9360839128494263,38
25,1,0.9939897060394287,25
8,1,0.9391909837722778,8
51,1,0.9777108430862427,51
58,1,0.9309506416320801,58
52,1,0.9910590648651123,52
61,1,0.9540998935699463,61
46,4,0.9046221971511841,40
40,1,0.9478030800819397,40
67,1,0.9585632085800171,67
